ArtikelNr,Size,Quantity
PPXD10019M,XL,20
PPXD10019M,XXL,2
PPXD10019O,L,0
PPXD10019O,M,1
PPXD10019O,S,1
PPXD10019O,XL,0
PPXD10019O,XXL,0
PPXD10019P,L,0
PPXD10019P,M,2
PPXD10019P,S,14
PPXD10019P,XL,1
PPXD10019P,XXL,1
PPXD10019Q,L,2
PPXD10019Q,M,1
PPXD10019Q,S,15
PPXD10019Q,XL,3
PPXD10019Q,XXL,0
PPXD10019R,L,1
PPXD10019R,M,1
PPXD10019R,S,1
PPXD10019R,XL,6
PPXD10019R,XXL,1
PPXD10019S,L,0
PPXD10019S,M,0
PPXD10019S,S,1
PPXD10019S,XL,1
PPXD10019S,XXL,0
PPXD10019T,L,0
PPXD10019T,M,1
PPXD10019T,S,4
PPXD10019T,XL,0
PPXD10019T,XXL,0
PPXD10020A,L,20
PPXD10020A,M,20
PPXD10020A,S,20
PPXD10020A,XL,5
PPXD10020A,XXL,8
PPXD10020B,L,2
PPXD10020B,M,20
PPXD10020B,S,20
PPXD10020B,XL,0
PPXD10020B,XXL,0
PPXD10020C,L,20
PPXD10020C,M,20
PPXD10020C,S,20
PPXD10020C,XL,1
PPXD10020C,XXL,0
PPXD10020D,L,20
PPXD10020D,M,20
PPXD10020D,S,20
PPXD10020D,XL,7
PPXD10020D,XXL,4
PPXD10020F,L,20
PPXD10020F,M,20
PPXD10020F,S,20
PPXD10020F,XL,1
PPXD10020F,XXL,1
PPXD10020G,L,0
PPXD10020G,M,0
PPXD10020G,S,0
PPXD10020G,XL,0
PPXD10020G,XXL,0
PPXD10020H,L,20
PPXD10020H,M,20
PPXD10020H,S,20
PPXD10020H,XL,13
PPXD10020H,XXL,0
PPXD10020J,L,20
PPXD10020J,M,20
PPXD10020J,S,20
PPXD10020J,XL,2
PPXD10020J,XXL,1
PPXD10020K,L,20
PPXD10020K,M,20
PPXD10020K,S,20
PPXD10020K,XL,1
PPXD10020K,XXL,0
PPXD10020L,L,0
PPXD10020L,M,2
PPXD10020L,S,20
PPXD10020L,XL,0
PPXD10020L,XXL,0
PPXD10020O,L,20
PPXD10020O,M,20
PPXD10020O,S,20
PPXD10020O,XL,5
PPXD10020O,XXL,6
PPXD10020R,L,7
PPXD10020R,M,3
PPXD10020R,S,2
PPXD10020R,XL,3
PPXD10020R,XXL,2
PPXD10020S,L,6
PPXD10020S,M,20
PPXD10020S,S,20
PPXD10020S,XL,0
PPXD10020S,XXL,9
PPXD10021B,L,0
PPXD10021B,M,0
PPXD10021B,S,0
PPXD10021B,XL,0
PPXD10021B,XXL,0
PPXD10021C,L,8
PPXD10021C,M,3
PPXD10021C,S,1
PPXD10021C,XL,2
PPXD10021C,XXL,1
PPXD10021D,L,2
PPXD10021D,M,1
PPXD10021D,S,1
PPXD10021D,XL,1
PPXD10021D,XXL,0
PPXD10021E,L,2
PPXD10021E,M,2
PPXD10021E,S,0
PPXD10021E,XL,1
PPXD10021E,XXL,2
PPXD10022A,L,4
PPXD10022A,M,1
PPXD10022A,S,1
PPXD10022A,XL,4
PPXD10022A,XXL,1
PPXD10022B,L,20
PPXD10022B,M,20
PPXD10022B,S,0
PPXD10022B,XL,20
PPXD10022B,XXL,0
PPXD10023A,L,20
PPXD10023A,M,20
PPXD10023A,S,20
PPXD10023A,XL,20
PPXD10023A,XXL,20
PPXD10023B,L,20
PPXD10023B,M,20
PPXD10023B,S,20
PPXD10023B,XL,20
PPXD10023B,XXL,6
PPXD10023C,L,20
PPXD10023C,M,20
PPXD10023C,S,9
PPXD10023C,XL,20
PPXD10023C,XXL,15
PPXD10023D,L,20
PPXD10023D,M,20
PPXD10023D,S,20
PPXD10023D,XL,20
PPXD10023D,XXL,16
PPXD10023E,L,20
PPXD10023E,M,20
PPXD10023E,S,14
PPXD10023E,XL,20
PPXD10023E,XXL,18
PPXD10025A,L,0
PPXD10025A,M,0
PPXD10025A,S,0
PPXD10025A,XL,0
PPXD10025A,XXL,0
PPXD10025B,L,20
PPXD10025B,M,20
PPXD10025B,S,20
PPXD10025B,XL,20
PPXD10025B,XXL,19
PPXD10028A,L,0
PPXD10028A,M,0
PPXD10028A,S,0
PPXD10028A,XL,0
PPXD10028A,XXL,0
PPXD10028C,L,0
PPXD10028C,M,0
PPXD10028C,S,8
PPXD10028C,XL,0
PPXD10028C,XXL,0
PPXD10028F,L,2
PPXD10028F,M,0
PPXD10028F,S,1
PPXD10028F,XL,0
PPXD10028F,XXL,0
PPXD10029A,L,20
PPXD10029A,M,20
PPXD10029A,S,10
PPXD10029A,XL,11
PPXD10029A,XXL,10
PPXD10029B,L,0
PPXD10029B,M,0
PPXD10029B,S,0
PPXD10029B,XL,0
PPXD10029B,XXL,0
PPXD10029C,L,20
PPXD10029C,M,20
PPXD10029C,S,0
PPXD10029C,XL,20
PPXD10029C,XXL,6
PPXD10029D,L,0
PPXD10029D,M,0
PPXD10029D,S,2
PPXD10029D,XL,0
PPXD10029D,XXL,0
PPXD10030A,L,20
PPXD10030A,M,20
PPXD10030A,S,20
PPXD10030A,XL,20
PPXD10030A,XXL,1
PPXD10030B,L,18
PPXD10030B,M,14
PPXD10030B,S,0
PPXD10030B,XL,4
PPXD10030B,XXL,0
PPXD10030C,L,20
PPXD10030C,M,20
PPXD10030C,S,1
PPXD10030C,XL,5
PPXD10030C,XXL,1
PPXD10030D,L,20
PPXD10030D,M,20
PPXD10030D,S,4
PPXD10030D,XL,11
PPXD10030D,XXL,4
PPXD10030E,L,20
PPXD10030E,M,20
PPXD10030E,S,12
PPXD10030E,XL,20
PPXD10030E,XXL,10
PPXD10030F,L,20
PPXD10030F,M,20
PPXD10030F,S,0
PPXD10030F,XL,3
PPXD10030F,XXL,0
PPXD10032A,L,20
PPXD10032A,M,20
PPXD10032A,S,19
PPXD10032A,XL,20
PPXD10032A,XXL,2
PPXD10032B,L,0
PPXD10032B,M,0
PPXD10032B,S,0
PPXD10032B,XL,0
PPXD10032B,XXL,0
PPXD10032C,L,20
PPXD10032C,M,20
PPXD10032C,S,20
PPXD10032C,XL,20
PPXD10032C,XXL,5
PPXD10032D,L,20
PPXD10032D,M,20
PPXD10032D,S,11
PPXD10032D,XL,20
PPXD10032D,XXL,7
PPXD10033A,L,20
PPXD10033A,M,20
PPXD10033A,S,20
PPXD10033A,XL,20
PPXD10033A,XXL,7
PPXD10033B,L,0
PPXD10033B,M,0
PPXD10033B,S,1
PPXD10033B,XL,0
PPXD10033B,XXL,0
PPXD10033C,L,20
PPXD10033C,M,20
PPXD10033C,S,5
PPXD10033C,XL,2
PPXD10033C,XXL,7
PPXD10033D,L,4
PPXD10033D,M,0
PPXD10033D,S,0
PPXD10033D,XL,0
PPXD10033D,XXL,3
PPXD10033E,L,20
PPXD10033E,M,20
PPXD10033E,S,19
PPXD10033E,XL,20
PPXD10033E,XXL,7
PPXF10001A,L,0
PPXF10001A,M,0
PPXF10001A,S,0
PPXF10001A,XL,0
PPXF10001A,XXL,0
PPXF10001B,L,20
PPXF10001B,M,20
PPXF10001B,S,5
PPXF10001B,XL,19
PPXF10001B,XXL,6
PPXF10001C,L,0
PPXF10001C,M,0
PPXF10001C,S,2
PPXF10001C,XL,1
PPXF10001C,XXL,0
PPXF10001G,L,20
PPXF10001G,M,20
PPXF10001G,S,20
PPXF10001G,XL,20
PPXF10001G,XXL,12
PPXF10001I,L,20
PPXF10001I,M,20
PPXF10001I,S,20
PPXF10001I,XL,20
PPXF10001I,XXL,20
PPXF10001J,L,2
PPXF10001J,M,4
PPXF10001J,S,3
PPXF10001J,XL,1
PPXF10001J,XXL,0
PPXF10002A,L,15
PPXF10002A,M,4
PPXF10002A,S,5
PPXF10002A,XL,11
PPXF10002A,XXL,8
PPXF10004B,L,20
PPXF10004B,M,20
PPXF10004B,S,1
PPXF10004B,XL,20
PPXF10004B,XXL,5
PPXF10011A,L,1
PPXF10011A,M,1
PPXF10011A,S,1
PPXF10011A,XL,1
PPXF10011A,XXL,0
PPXF10011B,L,7
PPXF10011B,M,20
PPXF10011B,S,3
PPXF10011B,XL,7
PPXF10011B,XXL,2
PPXF10011E,L,19
PPXF10011E,M,11
PPXF10011E,S,1
PPXF10011E,XL,4
PPXF10011E,XXL,1
PPXF10012A,L,20
PPXF10012A,M,20
PPXF10012A,S,8
PPXF10012A,XL,20
PPXF10012A,XXL,1
PPXF10013A,L,1
PPXF10013A,M,20
PPXF10013A,S,10
PPXF10013A,XL,1
PPXF10013A,XXL,2
PPXF10013B,L,20
PPXF10013B,M,20
PPXF10013B,S,8
PPXF10013B,XL,20
PPXF10013B,XXL,1
PPXF10014B,L,20
PPXF10014B,M,20
PPXF10014B,S,4
PPXF10014B,XL,8
PPXF10014B,XXL,0
PPXF10016A,L,13
PPXF10016A,M,1
PPXF10016A,S,1
PPXF10016A,XL,0
PPXF10016A,XXL,0
PPXF10016B,L,20
PPXF10016B,M,13
PPXF10016B,S,4
PPXF10016B,XL,8
PPXF10016B,XXL,2
PPXF10025A,L,20
PPXF10025A,M,20
PPXF10025A,S,1
PPXF10025A,XL,20
PPXF10025A,XXL,20
PPXF10026A,L,20
PPXF10026A,M,20
PPXF10026A,S,3
PPXF10026A,XL,16
PPXF10026A,XXL,1
PPXF10027A,L,20
PPXF10027A,M,20
PPXF10027A,S,19
PPXF10027A,XL,20
PPXF10027A,XXL,4
PPXF10032A,L,20
PPXF10032A,M,20
PPXF10032A,S,13
PPXF10032A,XL,20
PPXF10032A,XXL,1
PPXF10032B,L,20
PPXF10032B,M,20
PPXF10032B,S,11
PPXF10032B,XL,17
PPXF10032B,XXL,1
PPXF10032C,L,20
PPXF10032C,M,20
PPXF10032C,S,19
PPXF10032C,XL,20
PPXF10032C,XXL,20
PPXF10034A,L,20
PPXF10034A,M,20
PPXF10034A,S,8
PPXF10034A,XL,20
PPXF10034A,XXL,0
PPXF10035A,L,12
PPXF10035A,M,20
PPXF10035A,S,17
PPXF10035A,XL,0
PPXF10035A,XXL,0
PPXF10035B,L,17
PPXF10035B,M,20
PPXF10035B,S,19
PPXF10035B,XL,0
PPXF10035B,XXL,0
PPXF30006A,L,7
PPXF30006A,M,5
PPXF30006A,S,0
PPXF30006A,XL,4
PPXF30006A,XXL,1
PPXF30006B,L,7
PPXF30006B,M,6
PPXF30006B,S,2
PPXF30006B,XL,6
PPXF30006B,XXL,0
PPXF30006C,L,4
PPXF30006C,M,2
PPXF30006C,S,0
PPXF30006C,XL,6
PPXF30006C,XXL,0
PPXF30006D,L,12
PPXF30006D,M,6
PPXF30006D,S,2
PPXF30006D,XL,3
PPXF30006D,XXL,0
PPXF30007B,L,8
PPXF30007B,M,7
PPXF30007B,S,3
PPXF30007B,XL,5
PPXF30007B,XXL,2
PPXF30007C,L,9
PPXF30007C,M,7
PPXF30007C,S,1
PPXF30007C,XL,7
PPXF30007C,XXL,1
PPXF30007D,L,0
PPXF30007D,M,0
PPXF30007D,S,0
PPXF30007D,XL,0
PPXF30007D,XXL,0
PPXF30011A,L,20
PPXF30011A,M,20
PPXF30011A,S,20
PPXF30011A,XL,20
PPXF30011A,XXL,19
PPXF30011C,L,0
PPXF30011C,M,0
PPXF30011C,S,0
PPXF30011C,XL,0
PPXF30011C,XXL,0
PPXF30011D,L,12
PPXF30011D,M,12
PPXF30011D,S,4
PPXF30011D,XL,6
PPXF30011D,XXL,3
PPXF30011E,L,16
PPXF30011E,M,15
PPXF30011E,S,6
PPXF30011E,XL,11
PPXF30011E,XXL,5
PPXF30011F,L,3
PPXF30011F,M,7
PPXF30011F,S,2
PPXF30011F,XL,4
PPXF30011F,XXL,3
PPXF30011G,L,3
PPXF30011G,M,3
PPXF30011G,S,0
PPXF30011G,XL,2
PPXF30011G,XXL,1
PPXF30011H,L,20
PPXF30011H,M,20
PPXF30011H,S,18
PPXF30011H,XL,20
PPXF30011H,XXL,17
PPXF30011I,L,14
PPXF30011I,M,20
PPXF30011I,S,7
PPXF30011I,XL,10
PPXF30011I,XXL,0
PPXF30011J,L,11
PPXF30011J,M,11
PPXF30011J,S,2
PPXF30011J,XL,8
PPXF30011J,XXL,4
PPXF30012A,L,8
PPXF30012A,M,5
PPXF30012A,S,0
PPXF30012A,XL,6
PPXF30012A,XXL,3
PPXF30012C,L,20
PPXF30012C,M,20
PPXF30012C,S,11
PPXF30012C,XL,20
PPXF30012C,XXL,10
PPXF30013A,L,8
PPXF30013A,M,8
PPXF30013A,S,3
PPXF30013A,XL,6
PPXF30013A,XXL,4
PPXF30013B,L,20
PPXF30013B,M,20
PPXF30013B,S,13
PPXF30013B,XL,17
PPXF30013B,XXL,6
PPXF30014A,L,2
PPXF30014A,M,2
PPXF30014A,S,3
PPXF30014A,XL,0
PPXF30014A,XXL,2
PPXF30014B,L,9
PPXF30014B,M,7
PPXF30014B,S,4
PPXF30014B,XL,5
PPXF30014B,XXL,3
PPXF30020A,L,5
PPXF30020A,M,12
PPXF30020A,S,1
PPXF30020A,XL,2
PPXF30020A,XXL,3
PPXF30020C,L,9
PPXF30020C,M,9
PPXF30020C,S,4
PPXF30020C,XL,4
PPXF30020C,XXL,3
PPXF30021C,L,20
PPXF30021C,M,15
PPXF30021C,S,4
PPXF30021C,XL,16
PPXF30021C,XXL,7
PPXF30022A,L,6
PPXF30022A,M,0
PPXF30022A,S,0
PPXF30022A,XL,7
PPXF30022A,XXL,3
PPXF30022C,L,20
PPXF30022C,M,20
PPXF30022C,S,7
PPXF30022C,XL,9
PPXF30022C,XXL,3
PPXF30022E,L,20
PPXF30022E,M,20
PPXF30022E,S,19
PPXF30022E,XL,20
PPXF30022E,XXL,17
PPXF30025A,L,0
PPXF30025A,M,2
PPXF30025A,S,7
PPXF30025A,XL,10
PPXF30025A,XXL,5
PPXF30035A,L,3
PPXF30035A,M,4
PPXF30035A,S,0
PPXF30035A,XL,3
PPXF30035A,XXL,1
PPXF30050A,L,0
PPXF30050A,M,0
PPXF30050A,S,0
PPXF30050A,XL,0
PPXF30050A,XXL,0
PPXF30050B,L,0
PPXF30050B,M,0
PPXF30050B,S,0
PPXF30050B,XL,0
PPXF30050B,XXL,0
PPXF30051A,L,0
PPXF30051A,M,0
PPXF30051A,S,1
PPXF30051A,XL,5
PPXF30051A,XXL,0
PPXH10001A,37,0
PPXH10001A,38,2
PPXH10001A,39,0
PPXH10001A,40,0
PPXH10001A,41,0
PPXH10001A,42,4
PPXH10001A,43,1
PPXH10001A,44,6
PPXH10001A,45,0
PPXH10002A,37,0
PPXH10002A,38,0
PPXH10002A,39,0
PPXH10002A,40,0
PPXH10002A,41,0
PPXH10002A,42,0
PPXH10002A,43,0
PPXH10002A,44,0
PPXH10002A,45,0
PPXH10002B,37,1
PPXH10002B,38,1
PPXH10002B,39,0
PPXH10002B,40,0
PPXH10002B,41,0
PPXH10002B,42,0
PPXH10002B,43,0
PPXH10002B,44,0
PPXH10002B,45,0
PPXH10004A,37,0
PPXH10004A,38,0
PPXH10004A,39,0
PPXH10004A,40,0
PPXH10004A,41,0
PPXH10004A,42,0
PPXH10004A,43,0
PPXH10004A,44,0
PPXH10004A,45,0
PPXH10005A,37,1
PPXH10005A,38,1
PPXH10005A,39,1
PPXH10005A,40,1
PPXH10005A,41,1
PPXH10005A,42,0
PPXH10005A,43,0
PPXH10005A,44,1
PPXH10005A,45,0
PPXH10005B,37,1
PPXH10005B,38,1
PPXH10005B,39,0
PPXH10005B,40,1
PPXH10005B,41,1
PPXH10005B,42,0
PPXH10005B,43,1
PPXH10005B,44,1
PPXH10005B,45,1
PPXH10005D,37,1
PPXH10005D,38,3
PPXH10005D,39,2
PPXH10005D,40,8
PPXH10005D,41,5
PPXH10005D,42,5
PPXH10005D,43,5
PPXH10005D,44,1
PPXH10005D,45,1
PPXH10006A,37,1
PPXH10006A,38,1
PPXH10006A,39,1
PPXH10006A,40,2
PPXH10006A,41,1
PPXH10006A,42,0
PPXH10006A,43,2
PPXH10006A,44,1
PPXH10006A,45,2
PPXH10007A,37,1
PPXH10007A,38,0
PPXH10007A,39,0
PPXH10007A,40,0
PPXH10007A,41,0
PPXH10007A,42,0
PPXH10007A,43,0
PPXH10007A,44,1
PPXH10007A,45,0
PPXH10007B,37,1
PPXH10007B,38,1
PPXH10007B,39,4
PPXH10007B,40,16
PPXH10007B,41,15
PPXH10007B,42,19
PPXH10007B,43,3
PPXH10007B,44,0
PPXH10007B,45,0
PPXH10007C,37,0
PPXH10007C,38,4
PPXH10007C,39,6
PPXH10007C,40,14
PPXH10007C,41,12
PPXH10007C,42,12
PPXH10007C,43,10
PPXH10007C,44,0
PPXH10007C,45,2
PPXH10009A,37,0
PPXH10009A,38,1
PPXH10009A,39,0
PPXH10009A,40,0
PPXH10009A,41,0
PPXH10009A,42,0
PPXH10009A,43,0
PPXH10009A,44,3
PPXH10009A,45,1
PPXH10010A,37,0
PPXH10010A,38,0
PPXH10010A,39,0
PPXH10010A,40,0
PPXH10010A,41,0
PPXH10010A,42,0
PPXH10010A,43,0
PPXH10010A,44,0
PPXH10010A,45,0
PPXH10010B,37,0
PPXH10010B,38,0
PPXH10010B,39,2
PPXH10010B,40,4
PPXH10010B,41,11
PPXH10010B,42,14
PPXH10010B,43,2
PPXH10010B,44,0
PPXH10010B,45,0
PPXH10010C,37,0
PPXH10010C,38,0
PPXH10010C,39,1
PPXH10010C,40,1
PPXH10010C,41,2
PPXH10010C,42,1
PPXH10010C,43,0
PPXH10010C,44,0
PPXH10010C,45,0
PPXH10010E,37,0
PPXH10010E,38,2
PPXH10010E,39,2
PPXH10010E,40,5
PPXH10010E,41,6
PPXH10010E,42,2
PPXH10010E,43,3
PPXH10010E,44,1
PPXH10010E,45,0
PPXH10010F,37,0
PPXH10010F,38,1
PPXH10010F,39,11
PPXH10010F,40,13
PPXH10010F,41,16
PPXH10010F,42,17
PPXH10010F,43,14
PPXH10010F,44,4
PPXH10010F,45,4
PPXH10010H,37,0
PPXH10010H,38,0
PPXH10010H,39,2
PPXH10010H,40,3
PPXH10010H,41,5
PPXH10010H,42,2
PPXH10010H,43,4
PPXH10010H,44,5
PPXH10010H,45,0
PPXH10011A,37,1
PPXH10011A,38,0
PPXH10011A,39,0
PPXH10011A,40,2
PPXH10011A,41,0
PPXH10011A,42,7
PPXH10011A,43,1
PPXH10011A,44,0
PPXH10011A,45,0
PPXH10011B,37,1
PPXH10011B,38,0
PPXH10011B,39,0
PPXH10011B,40,0
PPXH10011B,41,0
PPXH10011B,42,0
PPXH10011B,43,0
PPXH10011B,44,0
PPXH10011B,45,1
PPXH10012A,37,1
PPXH10012A,38,0
PPXH10012A,39,1
PPXH10012A,40,0
PPXH10012A,41,0
PPXH10012A,42,0
PPXH10012A,43,0
PPXH10012A,44,0
PPXH10012A,45,1
PPXH10013A,37,1
PPXH10013A,38,0
PPXH10013A,39,1
PPXH10013A,40,0
PPXH10013A,41,0
PPXH10013A,42,1
PPXH10013A,43,0
PPXH10013A,44,0
PPXH10013A,45,1
PPXH10014A,37,0
PPXH10014A,38,0
PPXH10014A,39,0
PPXH10014A,40,1
PPXH10014A,41,0
PPXH10014A,42,0
PPXH10014A,43,0
PPXH10014A,44,0
PPXH10014A,45,1
PPXH10015A,37,0
PPXH10015A,38,0
PPXH10015A,39,0
PPXH10015A,40,1
PPXH10015A,41,1
PPXH10015A,42,1
PPXH10015A,43,0
PPXH10015A,44,0
PPXH10015A,45,0
PPXH10017A,37,0
PPXH10017A,38,0
PPXH10017A,39,1
PPXH10017A,40,0
PPXH10017A,41,0
PPXH10017A,42,0
PPXH10017A,43,1
PPXH10017A,44,0
PPXH10017A,45,0
PPXH10017B,37,0
PPXH10017B,38,0
PPXH10017B,39,2
PPXH10017B,40,0
PPXH10017B,41,0
PPXH10017B,42,5
PPXH10017B,43,1
PPXH10017B,44,0
PPXH10017B,45,0
PPXH10017C,37,0
PPXH10017C,38,4
PPXH10017C,39,15
PPXH10017C,40,17
PPXH10017C,41,10
PPXH10017C,42,0
PPXH10017C,43,5
PPXH10017C,44,0
PPXH10017C,45,0
PPXH10017D,37,1
PPXH10017D,38,9
PPXH10017D,39,20
PPXH10017D,40,20
PPXH10017D,41,20
PPXH10017D,42,2
PPXH10017D,43,1
PPXH10017D,44,0
PPXH10017D,45,1
PPXH10017E,37,0
PPXH10017E,38,2
PPXH10017E,39,0
PPXH10017E,40,8
PPXH10017E,41,2
PPXH10017E,42,1
PPXH10017E,43,3
PPXH10017E,44,0
PPXH10017E,45,0
PPXH10017F,37,0
PPXH10017F,38,0
PPXH10017F,39,0
PPXH10017F,40,0
PPXH10017F,41,0
PPXH10017F,42,0
PPXH10017F,43,0
PPXH10017F,44,0
PPXH10017F,45,0
PPXH10017I,37,0
PPXH10017I,38,0
PPXH10017I,39,0
PPXH10017I,40,0
PPXH10017I,41,0
PPXH10017I,42,0
PPXH10017I,43,0
PPXH10017I,44,0
PPXH10017I,45,0
PPXH10017K,37,0
PPXH10017K,38,2
PPXH10017K,39,0
PPXH10017K,40,2
PPXH10017K,41,20
PPXH10017K,42,16
PPXH10017K,43,10
PPXH10017K,44,1
PPXH10017K,45,0
PPXH10017L,37,0
PPXH10017L,38,0
PPXH10017L,39,1
PPXH10017L,40,1
PPXH10017L,41,2
PPXH10017L,42,1
PPXH10017L,43,1
PPXH10017L,44,2
PPXH10017L,45,0
PPXH10017M,37,0
PPXH10017M,38,1
PPXH10017M,39,4
PPXH10017M,40,1
PPXH10017M,41,1
PPXH10017M,42,1
PPXH10017M,43,0
PPXH10017M,44,1
PPXH10017M,45,0
PPXH10017N,37,0
PPXH10017N,38,13
PPXH10017N,39,20
PPXH10017N,40,20
PPXH10017N,41,20
PPXH10017N,42,14
PPXH10017N,43,10
PPXH10017N,44,7
PPXH10017N,45,1
PPXH10017P,37,0
PPXH10017P,38,0
PPXH10017P,39,0
PPXH10017P,40,5
PPXH10017P,41,10
PPXH10017P,42,1
PPXH10017P,43,1
PPXH10017P,44,0
PPXH10017P,45,0
PPXH10017Q,37,0
PPXH10017Q,38,1
PPXH10017Q,39,14
PPXH10017Q,40,2
PPXH10017Q,41,15
PPXH10017Q,42,7
PPXH10017Q,43,3
PPXH10017Q,44,1
PPXH10017Q,45,0
PPXH10017S,37,0
PPXH10017S,38,1
PPXH10017S,39,0
PPXH10017S,40,3
PPXH10017S,41,20
PPXH10017S,42,0
PPXH10017S,43,5
PPXH10017S,44,5
PPXH10017S,45,1
PPXH10018A,37,2
PPXH10018A,38,9
PPXH10018A,39,18
PPXH10018A,40,12
PPXH10018A,41,20
PPXH10018A,42,20
PPXH10018A,43,18
PPXH10018A,44,7
PPXH10018A,45,0
PPXH10018B,37,0
PPXH10018B,38,1
PPXH10018B,39,0
PPXH10018B,40,1
PPXH10018B,41,2
PPXH10018B,42,0
PPXH10018B,43,12
PPXH10018B,44,5
PPXH10018B,45,1
PPXH10018C,37,0
PPXH10018C,38,0
PPXH10018C,39,1
PPXH10018C,40,0
PPXH10018C,41,2
PPXH10018C,42,3
PPXH10018C,43,7
PPXH10018C,44,1
PPXH10018C,45,2
PPXH10018D,37,0
PPXH10018D,38,0
PPXH10018D,39,1
PPXH10018D,40,1
PPXH10018D,41,1
PPXH10018D,42,2
PPXH10018D,43,1
PPXH10018D,44,0
PPXH10018D,45,1
PPXH10019A,37,0
PPXH10019A,38,4
PPXH10019A,39,0
PPXH10019A,40,10
PPXH10019A,41,18
PPXH10019A,42,9
PPXH10019A,43,0
PPXH10019A,44,3
PPXH10019A,45,0
PPXH10019B,37,1
PPXH10019B,38,1
PPXH10019B,39,10
PPXH10019B,40,4
PPXH10019B,41,9
PPXH10019B,42,4
PPXH10019B,43,2
PPXH10019B,44,1
PPXH10019B,45,0
PPXH10019C,37,0
PPXH10019C,38,6
PPXH10019C,39,9
PPXH10019C,40,1
PPXH10019C,41,18
PPXH10019C,42,14
PPXH10019C,43,0
PPXH10019C,44,0
PPXH10019C,45,0
PPXH10021B,01,0
PPXH10021B,10,0
PPXH10021B,20,0
PPXH10021B,L,20
PPXH10021B,M,20
PPXH10021B,S,15
PPXH10021B,XL,14
PPXH10021B,XXL,0
PPXH10021C,01,0
PPXH10021C,10,0
PPXH10021C,20,0
PPXH10021C,L,20
PPXH10021C,M,20
PPXH10021C,S,14
PPXH10021C,XL,20
PPXH10021C,XXL,4
PPXH10021D,01,0
PPXH10021D,10,0
PPXH10021D,20,0
PPXH10021D,L,20
PPXH10021D,M,20
PPXH10021D,S,11
PPXH10021D,XL,20
PPXH10021D,XXL,0
PPXH10021E,01,0
PPXH10021E,10,0
PPXH10021E,20,0
PPXH10021E,L,20
PPXH10021E,M,20
PPXH10021E,S,15
PPXH10021E,XL,20
PPXH10021E,XXL,5
PPXH10021F,01,0
PPXH10021F,10,0
PPXH10021F,20,0
PPXH10021F,L,20
PPXH10021F,M,20
PPXH10021F,S,11
PPXH10021F,XL,12
PPXH10021F,XXL,0
PPXH10022A,37,1
PPXH10022A,38,17
PPXH10022A,39,20
PPXH10022A,40,20
PPXH10022A,41,20
PPXH10022A,42,20
PPXH10022A,43,20
PPXH10022A,44,20
PPXH10022A,45,4
PPXH10022B,37,1
PPXH10022B,38,5
PPXH10022B,39,12
PPXH10022B,40,16
PPXH10022B,41,20
PPXH10022B,42,20
PPXH10022B,43,20
PPXH10022B,44,18
PPXH10022B,45,9
PPXH10022C,37,0
PPXH10022C,38,17
PPXH10022C,39,20
PPXH10022C,40,20
PPXH10022C,41,20
PPXH10022C,42,20
PPXH10022C,43,20
PPXH10022C,44,15
PPXH10022C,45,4
PPXH10022D,37,1
PPXH10022D,38,0
PPXH10022D,39,0
PPXH10022D,40,1
PPXH10022D,41,0
PPXH10022D,42,6
PPXH10022D,43,5
PPXH10022D,44,1
PPXH10022D,45,2
PPXH10023A,37,4
PPXH10023A,38,10
PPXH10023A,39,7
PPXH10023A,40,10
PPXH10023A,41,9
PPXH10023A,42,5
PPXH10023A,43,1
PPXH10023A,44,3
PPXH10023A,45,0
PPXH10023B,37,2
PPXH10023B,38,3
PPXH10023B,39,7
PPXH10023B,40,9
PPXH10023B,41,4
PPXH10023B,42,8
PPXH10023B,43,5
PPXH10023B,44,5
PPXH10023B,45,2
PPXH10023C,37,3
PPXH10023C,38,9
PPXH10023C,39,20
PPXH10023C,40,14
PPXH10023C,41,14
PPXH10023C,42,16
PPXH10023C,43,6
PPXH10023C,44,7
PPXH10023C,45,2
PPXH10023D,37,3
PPXH10023D,38,15
PPXH10023D,39,20
PPXH10023D,40,20
PPXH10023D,41,19
PPXH10023D,42,20
PPXH10023D,43,20
PPXH10023D,44,12
PPXH10023D,45,3
PPXH10029A,37,1
PPXH10029A,38,2
PPXH10029A,39,0
PPXH10029A,40,0
PPXH10029A,41,2
PPXH10029A,42,0
PPXH10029A,43,1
PPXH10029A,44,0
PPXH10029A,45,0
PPXH10030A,37,0
PPXH10030A,38,20
PPXH10030A,39,20
PPXH10030A,40,4
PPXH10030A,41,20
PPXH10030A,42,8
PPXH10030A,43,20
PPXH10030A,44,1
PPXH10030A,45,0
PPXH10030B,37,0
PPXH10030B,38,5
PPXH10030B,39,1
PPXH10030B,40,0
PPXH10030B,41,0
PPXH10030B,42,0
PPXH10030B,43,0
PPXH10030B,44,0
PPXH10030B,45,0
PPXH10031A,37,3
PPXH10031A,38,7
PPXH10031A,39,3
PPXH10031A,40,4
PPXH10031A,41,3
PPXH10031A,42,9
PPXH10031A,43,10
PPXH10031A,44,9
PPXH10031A,45,2
PPXH10031B,37,1
PPXH10031B,38,1
PPXH10031B,39,0
PPXH10031B,40,2
PPXH10031B,41,1
PPXH10031B,42,0
PPXH10031B,43,1
PPXH10031B,44,1
PPXH10031B,45,0
PPXH10031C,37,0
PPXH10031C,38,1
PPXH10031C,39,1
PPXH10031C,40,0
PPXH10031C,41,0
